id,Title,Artist,Album,Duration,Media Type
5548,Summernight,The Hot Wheels,Unknown,00:02:54,track
5549,Destiny,The Hot Wheels,Unknown,00:02:25,track
5550,Rollin' Dice,Rollin' Dice,Unknown,00:04:10,track
5551,Which Way,Pfeffer,Unknown,00:04:16,track
5552,Recreational Killer,The Sharks,Unknown,00:02:43,track
5553,Michael Myers,The Meteors,Unknown,00:04:05,track
5554,Time Bomb,The Sharks,Unknown,00:03:53,track
5555,Hammer,The Frantic Flintstones,Unknown,00:02:39,track
5556,Texarkana Moonlight,Bad Detectives,Unknown,00:03:55,track
5557,Get Back Wet Back,The Long Tall Texans,This Is Psychobilly ( CD3 ),00:03:26,track
5558,The Killing Moon,The Quakes,Unknown,00:03:03,track
5559,Rusholme Ruffians,The 7 Shot Screamers,Unknown,00:04:27,track
5560,The Sky Is A Poisonous Garden,Speed Crazy,Unknown,00:02:16,track
5561,Revo,The 7 Shot Screamers,Unknown,00:03:30,track
5562,Exhumed,Season Of Nightmares,Unknown,00:03:51,track
5563,Psycho Killer,Season Of Nightmares,Unknown,00:03:58,track
5564,Dirty Little Town,The Caravans,Unknown,00:01:54,track
5565,Notice Me,The Long Tall Texans,Unknown,00:02:30,track
5566,Happy Pillz,The Hyperjax,Unknown,00:03:45,track
5567,Don't Take This To Heart,The Guana Batz,Unknown,00:03:50,track
5568,Final Justice,Dawg House,Unknown,00:03:50,track
5569,Boogie Curse,The Baboons,Unknown,00:02:02,track
5570,Soft Like Velvet,Nitro17,Unknown,00:04:06,track
5571,All Alone,Moonshine Reunion,Unknown,00:02:12,track
5572,Butterfly,Hot Boogie Chillun,Unknown,00:03:08,track
5573,The Snap Fastener,Fifty Foot Combo,Unknown,00:03:53,track
5574,Johnny Six String,The Tailgators,Unknown,00:01:59,track
5575,Hellraiser,The Radiacs,Unknown,00:02:21,track
5576,Jameson,Eightmen,Unknown,00:02:57,track
5577,Shoot Shoot,Batmobile,Unknown,00:03:21,track
5578,I Refuse,Achtung Spitfire,Unknown,00:03:48,track
5579,Uranium Cats,Stressor,Unknown,00:02:22,track
5580,Underbuy Joe,Sky Rockets,Unknown,00:03:56,track
5581,Flying Fortress,Propellors,Unknown,00:02:21,track
5582,Shit,Mosquito,Unknown,00:02:47,track
5583,Radioactive Rock,Mad Heads,Unknown,00:03:18,track
5584,Can't Hide From You,Hoox,Unknown,00:02:26,track
5585,Guilty 2006,Thee Flanders,Unknown,00:02:59,track
5586,Come Back To Me,The Gutter Boys,Unknown,00:03:23,track
5587,Evil Dead,Sick City Daggers,Unknown,00:03:32,track
5588,Leopard Skin,Lux,Unknown,00:03:47,track
5589,Put It To Me Straight,The Reverend Horton Heat,Unknown,00:02:35,track
5590,"Twanging, Beating & Shouts",Mad Heads,Unknown,00:04:27,track
5591,Welcome,Mad Heads,Unknown,00:03:37,track
5592,Through The Night,Mad Heads,Unknown,00:03:38,track
5593,Timid Guy,Mad Heads,Unknown,00:03:37,track
5594,Rockin' Brain,Mad Heads,Unknown,00:03:29,track
5595,The Nails,Mad Heads,Unknown,00:03:23,track
5596,N. D. E.,Mad Heads,Unknown,00:03:09,track
5597,Never Die,Mad Heads,Unknown,00:01:59,track
5598,Mad Heads Boogie,Mad Heads,Unknown,00:02:39,track
5599,I Wait,Mad Heads,Unknown,00:05:28,track
5600,Ghost,Mad Heads,Unknown,00:03:19,track
5601,Evil People,Mad Heads,Unknown,00:04:00,track
5602,Elephants' Run,Mad Heads,Unknown,00:04:18,track
5603,Cheap Chick Baby,Mad Heads,Unknown,00:02:03,track
5604,Beluga Sunrise,The Space Rangers,Unknown,00:03:03,track
5605,Surfing Salzburg,The Spytones,Unknown,00:04:24,track
5606,Life Is Too Short,Die Kosmonauten,Unknown,00:02:57,track
5607,Yesterday When I Was Young (Hier Encore),Willie Nelson,Unknown,00:03:34,track
5608,Stealing Home,Willie Nelson,Unknown,00:03:42,track
5609,I'm the Only Hell My Mama Ever Raised,Willie Nelson,Unknown,00:04:12,track
5610,Tennessee Saturday Night,Girly and The Blue Caps,Unknown,00:02:25,track
5611,I Wanna Be Loved By You,Girly and The Blue Caps,Unknown,00:03:00,track
5612,Theme from Valley of the Dolls,Gabor Szabo,Unknown,00:03:53,track
5613,The Look of Love,Gabor Szabo,Unknown,00:03:20,track
5614,Sunshine Superman,Gabor Szabo,Unknown,00:03:49,track
5615,Love is Blue,Gabor Szabo,Unknown,00:04:23,track
5616,The Lady in the Moon,Gabor Szabo,Unknown,00:05:23,track
5617,Song of Injured Love,Gabor Szabo,Unknown,00:04:13,track
5618,Galatea's Guitar,Gabor Szabo,Unknown,00:05:44,track
5619,Ferris Wheel,Gabor Szabo,Unknown,00:05:31,track
5620,The Devil's Saddle,The Space Agency,The Celestial Sounds of The Space Agency,00:02:59,track
5621,Tranvía asesino,The Bucannan,Unknown,00:03:12,track
5622,Titloli (A Fistful of Dollars),Egotones ,Unknown,00:02:47,track
5623,Tuning,coma.fm,Unknown,00:01:43,track
5624,The Buzz,The Pretenders,Hate for Sale,00:03:51,track
5625,Maybe Love Is in NYC,The Pretenders,Hate for Sale,00:03:25,track
5626,You Can't Hurt a Fool,The Pretenders,Hate for Sale,00:03:19,track
5627,The Rockfather,Toxic Riders,Unknown,00:02:55,track
5628,I Hate Hapiness,Toxic Riders,Unknown,00:02:43,track
5629,In The Hall Of The Mountain King,Surf Muscle,Unknown,00:02:45,track
5630,Eye Of The Tiger,Richard Cheese,Unknown,00:02:02,track
5631,Woah!,Peopleperson,Unknown,00:02:22,track
5632,Soggy Burger,Peopleperson,Unknown,00:02:54,track
5633,Ghost,Rezurex,Unknown,00:04:20,track
5634,High Noon in Huber,Peopleperson,Unknown,00:03:22,track
5635,Only You,Naomi Bedford and Paul Simmonds,Unknown,00:02:49,track
5636,I'm Fine,Mr. Hypno & His Lo-Fi,Unknown,00:03:09,track
5637,In The Pines,Naomi Bedford and Paul Simmonds,Unknown,00:03:05,track
5638,Paula,Max Panconi R'N'R Trio,Unknown,00:03:17,track
5639,I Forgot To Remember To Forget,Manos Wild,Unknown,00:02:32,track
5640,Una Muerte Segura,Hattori Hanzo Surf Experience,Unknown,00:02:58,track
5641,Twentynine Palms,Hattori Hanzo Surf Experience,Unknown,00:02:05,track
5642,The Green Hornet,Hattori Hanzo Surf Experience,Unknown,00:02:20,track
5643,La Verdadera Historia de Johnny Diamond,Hattori Hanzo Surf Experience,Unknown,00:03:04,track
5644,El Valle del Silencio,Hattori Hanzo Surf Experience,Unknown,00:03:20,track
5645,Drink that bombo​,El Machico,Unknown,00:02:29,track
5646,Taboo,Drakulina,Unknown,00:03:23,track
5647,Delilah,Drakulina,Unknown,00:02:43,track
5648,Drakula's Theme,Drakulina,Unknown,00:03:09,track
5649,Das Boot,Drakulina,Unknown,00:02:56,track
5650,The Devil's Coming,Bones In The Walls,Unknown,00:04:03,track
5651,Circle the Wagons,Bones In The Walls,Unknown,00:03:31,track
5652,Night Tide,Aqualads,Unknown,00:02:25,track
5653,Finders Keepers,Marti Brom,The Best Of Ripsaw Records Vol 1,00:02:19,track
5654,Get A Little Goner,Marti Brom,The Best Of Ripsaw Records Vol 1,00:02:41,track
5655,The Wind Cries Mary,The Jimi Hendrix Experience,Are You Experienced?,00:03:21,track
5656,Red Cadillac Ana A Black Moustache,Tex Rubinowitz,The Best Of Ripsaw Records Vol.2,00:02:23,track
5657,Secret Agent Tu-Sam,Cosmo Piluqui & The Peronist Chanchonauts,Unknown,00:02:29,track
5658,Teen Wolfin',Dynowaves,Unknown,00:03:05,track
5659,Flower City,Greg Townson,Unknown,00:02:56,track
5660,Night Train Home,Greg Townson,Unknown,00:03:22,track
5661,There is a Light That Never Goes Out,Greg Townson,Unknown,00:03:52,track
5662,Travelin' Guitar,Greg Townson,Unknown,00:02:22,track
5663,You Send Me,Greg Townson,Unknown,00:03:16,track
5664,Two Dancers,Kansas Smitty's,Unknown,00:03:15,track
5665,Heart of Gold,Lauren O'Connell,Unknown,00:03:02,track
5666,I Fall to Pieces,Lauren O'Connell,Unknown,00:02:47,track
5667,Before You Accuse Me,Lenny Burridge & Chris Dodson,Unknown,00:02:36,track
5668,Friday Night,Psycho Tendencies,Unknown,00:01:56,track
5669,My Secret,Ukulena feat. Henry Wagons,Unknown,00:02:41,track
5670,March into the Dust,Sheverb,Unknown,00:04:59,track
5671,Evanova,The Evanstones,Unknown,00:02:04,track
5672,Fight The Tide,Clayton Ryan & The Singing Mountain,Unknown,00:04:06,track
5673,The World Is Spinning,Lynn Miles,Unknown,00:03:39,track
5674,The End,Mr. Hypno & His Lo-Fi,Unknown,00:03:22,track
5675,House Fire,Sheverb,Unknown,00:05:52,track
5676,Throwing Bones,Sheverb,Unknown,00:02:57,track
5677,Spanish fly,The Surf Mist,Unknown,00:03:10,track
5678,Red Right Hand,Bones in the Walls,The Killing Type,00:04:32,track
5679,Rockabilly Ripper,Bones in the Walls,The Killing Type,00:03:37,track
5680,Stay With Me,Bones in the Walls,The Killing Type,00:03:45,track
5681,Where Did You Go,Old Wood Tatter,"This, That, and Some Other Things Vol. 3",00:03:52,track
5682,John's Moods,Satan's Pilgrims,At Home With Satan's Pilgrims,00:02:32,track
5683,Mr. Moto,Satan's Pilgrims,At Home With Satan's Pilgrims,00:02:11,track
5684,Music To Watch Girls By,Satan's Pilgrims,At Home With Satan's Pilgrims,00:03:02,track
5685,Squad Car,Satan's Pilgrims,At Home With Satan's Pilgrims,00:03:02,track
5686,The Lonely Pilgrim,Satan's Pilgrims,At Home With Satan's Pilgrims,00:02:49,track
5687,Hey Little Diddle (TJ Mayers),Short Stack and Sides,Planet Bop,00:02:53,track
5688,Shadow and Me,Short Stack and Sides,Planet Bop,00:04:02,track
5689,So Lonesome,Short Stack and Sides,Planet Bop,00:03:30,track
5690,Werewolf Blues,Short Stack and Sides,Planet Bop,00:03:44,track
5691,Lady Jane,Steve T Hunter,Expecting To Fly,00:04:38,track
5692,The Wind Cries Mary,Steve T Hunter,Expecting To Fly,00:02:47,track
5693,Strong Enough,The Album Show,Selections from 'Tuesday Night Music Club',00:03:23,track
5694,Besame Mucho con Esa Boca de Zumbi,The Zombrain,Surfin' at Bauru River,00:02:08,track
5695,In The Wilderniss,Lynn Miles,Unknown,00:03:31,track
5696,Main St.,Lynn Miles,Unknown,00:02:50,track
5697,She Drinks,Lynn Miles,Unknown,00:03:21,track
5698,Ancient Sexfight,The Matadors,Unknown,00:03:50,track
5699,Experiment in Terror,Thee Space Needles,Unknown,00:06:00,track
5700,WAVES,Wave Electric,self-titled debut LP,00:02:16,track
5701,Unknown Seas,The Aqua Barons,Unknown,00:03:31,track
5702,Queso Grande,The Supertones,Unknown And Other Hits From Outer Space,00:02:18,track
5703,Saturn Express,The Supertones,Unknown And Other Hits From Outer Space,00:02:46,track
5704,Space Oddity,The Supertones,Unknown And Other Hits From Outer Space,00:04:00,track
5705,Starman,The Supertones,Unknown And Other Hits From Outer Space,00:03:32,track
5706,The Gorgon,The Supertones,Unknown And Other Hits From Outer Space,00:02:42,track
5707,Bezsenne Noce,Komety,The Story Of Komety,00:04:42,track
5708,El Ringo,Komety,The Story Of Komety,00:02:55,track
5709,Gdzie Ona Jest,Komety,Komety,00:02:07,track
5710,Kieszonkowiec Darek,Komety,The Story Of Komety,00:02:17,track
5711,Krzywe Nogi,Komety,Komety 2004-2006,00:02:05,track
5712,Krol Flipperow,Komety,Komety,00:01:46,track
5713,Lonely Sky,Komety,Komety,00:03:00,track
5714,Love At First Bite,Komety,Komety,00:01:58,track
5715,Miasto Turystów,Komety,The Story Of Komety,00:03:26,track
5716,Nie Ufaj Nikomu,Komety,Akcja V1,00:02:35,track
5717,Nikt Nie Kupuje Twoich Płyt,Komety,Akcja V1,00:04:29,track
5718,Nobody To Love,Komety,Akcja V1,00:03:34,track
5719,Nuda Nuda Nuda,Komety,The Story Of Komety,00:02:09,track
5720,Samobojczynie,Komety,Komety,00:03:28,track
5721,Spotkajmy Się Pod Koniec Sierpnia,Komety,The Story Of Komety,00:02:26,track
5722,Tak Czy Nie?,Komety,The Story Of Komety,00:02:05,track
5723,Tak Mi Źle,Komety,Komety 2004-2006,00:01:53,track
5724,To Samo Miejsce,Komety,The Story Of Komety,00:03:06,track
5725,Traktuj Mnie Źle,Komety,The Story Of Komety,00:04:48,track
5726,W Dżinsach I Swetrze,Komety,The Story Of Komety,00:02:13,track
5727,W Pułapce,Komety,The Story Of Komety,00:02:51,track
5728,Wreszcie W Ciąży,Komety,The Story Of Komety,00:04:09,track
5729,Your Cheating Heart,Komety,Komety 2004-2006,00:01:51,track
5730,Wyglądasz Źle,Komety,The Story Of Komety,00:04:20,track
5731,Delight,Eva Eastwood,Candy,00:03:50,track
5732,Eternally,Eva Eastwood,Candy,00:03:30,track
5733,If Love Don't Work On You,Eva Eastwood,Candy,00:02:09,track
5734,Is My Baby Happy Now,Eva Eastwood,Candy,00:03:27,track
5735,Meant To Be,Eva Eastwood,Candy,00:03:10,track
5736,The Forgiver,Eva Eastwood,Candy,00:02:28,track
5737,X's And O's,Eva Eastwood,Candy,00:02:30,track
5738,You Changed Your Mind,Eva Eastwood,Candy,00:02:30,track
5739,Dream Lover,The Paris Sisters,Always Heavenly - The Paris Sisters Anthology,00:02:41,track
5740,Why Do I Take It From You,The Paris Sisters,Always Heavenly - The Paris Sisters Anthology,00:02:29,track
5741,You,The Paris Sisters,Always Heavenly - The Paris Sisters Anthology,00:02:24,track
5742,"Yes, I Have Ghosts",David Gilmour,"Yes, I Have Ghosts",00:03:47,track
5743,Œdipus: Music For A While,Giovanna Pessi Susanna Wallumrød,If Grief Could Wait,00:04:06,track
5744,Œdipus: Music For A While,Henry Purcell & Alfred Deller,Music For A While,00:04:04,track
5745,Œdipus: Music For A While,Iestyn Davies,"If: Michael Nyman, Henry Purcell",00:03:52,track
5746,Music For A While,Henry Purcell,Henry Purcell - Sacred Music - Funeral Music for Queen Mary - Dioclesian - Songs (2 cd's) cd2,00:04:05,track
5747,Mother,Lou Reed,Unknown,00:03:54,track
5748,In Bloom,Sturgill Simpson,A Sailor’s Guide to Earth,00:04:00,track
5749,Night Surf,Beach BombNight Surf,Unknown,00:02:57,track
5750,Running Up That Hill,Booka Brass Band Feat. Orla Gartland,Unknown,00:04:32,track
5751,The Call,Emily Duff,Unknown,00:03:41,track
5752,Sunday,Gentlemen & Gangsters,Sleepy Time,00:02:57,track
5753,Tuesday Bluesday,Gentlemen & Gangsters,Sleepy Time,00:03:10,track
5754,It's Alive,Jason Janik,Unknown,00:02:50,track
5755,The House on Hawkins Drive,Keenan McKenzie & the Riffers,Remote Riffing: Volume 1,00:03:37,track
5756,Something It's Not,Kelly English,Unknown,00:02:56,track
5757,(Theme From) Psycho,Lazer Gun Saloon,Songs About Spooking,00:02:43,track
5758,Spell Bound,Linda Gail Lewis (featuring Annie Marie Lewis),Hard Rockin' Woman,00:03:47,track
5759,Battle With The Bottle,Linda Gail Lewis,Hard Rockin' Woman,00:03:29,track
5760,Hard Rockin' Man,Linda Gail Lewis,Hard Rockin' Woman,00:02:43,track
5761,Linda Gail Blues,Linda Gail Lewis,Hard Rockin' Woman,00:02:47,track
5762,Heartbreak Highway,Linda Gail Lewis,Hard Rockin' Woman,00:02:56,track
5763,Little Baby Rock,Linda Gail Lewis,Hard Rockin' Woman,00:02:49,track
5764,What Can I Do,Linda Gail Lewis,Hard Rockin' Woman,00:02:42,track
5765,I Just Ain't Right for You,Sheila K Cameron (SKC),Unknown,00:03:06,track
5766,The Early Script Blues,Sheila K Cameron (SKC),Unknown,00:03:48,track
5767,Breakers Roar,Sturgill Simpson,Cuttin’ Grass - Vol.1 (The Butcher Shoppe Sessions),00:02:30,track
5768,I Wonder,Sturgill Simpson,Cuttin’ Grass - Vol.1 (The Butcher Shoppe Sessions),00:03:15,track
5769,The Moldau,The Breakers,A Date With Destiny,00:03:20,track
5770,Pacifica,the Reefriders,Reverb Island,00:02:38,track
5771,Kilaeua,the Reefriders,Reverb Island,00:02:30,track
5772,Rattler,the Reefriders,Reverb Island,00:03:02,track
5773,Palomino,the Reefriders,Reverb Island,00:03:13,track
5774,Senor Jimmy,the Reefriders,Reverb Island,00:03:56,track
5775,Happy Days,The Greystone Collective,Cathode Rays,00:02:15,track
5776,Doctor Who,The Greystone Collective,Cathode Rays,00:02:39,track
5777,Hawaii Five-O,The Greystone Collective,Cathode Rays,00:02:32,track
5778,Maybe Tomorrow,The Greystone Collective,Cathode Rays,00:02:10,track
5779,The Pink Panther,The Greystone Collective,Cathode Rays,00:03:42,track
5780,Did I Remember,Hot Sugar Band & Nicolle Rochelle,Eleanora - the Early Years of Billie Holiday,00:03:58,track
5781,Fly Away,Hendrikse,Unknown,00:04:27,track
5782,"What a Night, What a Moon, What a Girl",Hot Sugar Band & Nicolle Rochelle,Eleanora - the Early Years of Billie Holiday,00:03:34,track
5783,What Child Is This?,Jason Janik,Merry Christmas,00:02:19,track
5784,Kad zima dođe,Moussaka,Bil Bil,00:04:36,track
5785,Pričaj druže,Moussaka,Bil Bil,00:03:16,track
5786,Rayap Aspal,PROOT,Unknown,00:02:41,track
5787,Muscle Beach,Par Avion,Perro Avion,00:04:16,track
5788,У Відчаї,Spiv Brativ,Unknown,00:01:56,track
5789,Merry Christmas Darling,Cinema Hearts,Unknown,00:02:49,track
5790,Rainy Night in Georgia,Los Straitjackets,Unknown,00:04:02,track
5791,Songs Have A Life Of Their Own,John Lee Sanders,Songs Have A Life Of Their Own,00:05:20,track
5792,Boogaloo,Hang-Ten Hangmen,Mark Malibu presents: Surfin’ Kitty X-mas,00:03:11,track
5793,My Soul To Keep,Mr. Scardinius,Unknown,00:05:55,track
5794,The Fairies of Inverness,Shoot the Pier,Unknown,00:04:50,track
5795,Escape,Sierra Hull,25 Trips,00:03:07,track
5796,Poison,Sierra Hull,25 Trips,00:03:15,track
5797,Waiting,Sierra Hull,25 Trips,00:03:30,track
5798,Beast,The Troubled,Beast EP,00:03:14,track
5799,Hellfire,The Troubled,Beast EP,00:03:17,track
5800,Autumn Park,Charlie Sundown,Midnight Awakes,00:02:26,track
5801,Midnight Awakes,Charlie Sundown,Midnight Awakes,00:02:52,track
5802,Reception,Charlie Sundown,Midnight Awakes,00:02:21,track
5803,Same Old Grind,Mo7s,4,00:03:21,track
5804,Shorelines,Many Mountains,Endless Time,00:03:54,track
5805,Red Hot Chillin' Blues,Sara Gee & Ramblin Matt feat. Soni Artal,Goddamn Blues (Album 2020),00:03:24,track
5806,Somewhere In The Mountains,Sara Gee & Ramblin Matt feat. Soni Artal,Goddamn Blues (Album 2020),00:04:04,track
5807,Til The Rain Dries Back Again,Sara Gee & Ramblin Matt feat. Soni Artal,Goddamn Blues (Album 2020),00:05:00,track
5808,Jesus Shot Me Down,Thomas Schoeffler Jr.,Best Of...,00:04:59,track
5809,La démise de la bise,Anna Lavigne,Angels In Sandshoes,00:04:13,track
5810,Highway 61 Revisited,Dave Alvin,From an Old Guitar: Rare and Unreleased Recordings,00:04:56,track
5811,Inside,Dave Alvin,From an Old Guitar: Rare and Unreleased Recordings,00:03:41,track
5812,Man Walks Among Us,Dave Alvin,From an Old Guitar: Rare and Unreleased Recordings,00:03:56,track
5813,Link of Chain,Dave Alvin,From an Old Guitar: Rare and Unreleased Recordings,00:03:57,track
5814,Signal Hill Blues,Dave Alvin,From an Old Guitar: Rare and Unreleased Recordings,00:04:25,track
5815,Free Fall,Enzo & the Ferraris,Unknown,00:02:59,track
5816,Hava Nagila,King Ghidora,KING GHIDORA RUINS CHRISTMAS,00:04:45,track
5817,Girl Like Me,The Devil's Daughters w/ Danny B. Harvey,Rebirth,00:03:00,track
5818,Hard Rockin' Man,The Devil's Daughters w/ Danny B. Harvey,Rebirth,00:02:46,track
5819,Mr. Hoodoo,The Devil's Daughters w/ Danny B. Harvey,Rebirth,00:02:47,track
5820,Pedal To The Metal,The Devil's Daughters and Danny B. Harvey,Rebirth,00:02:54,track
5821,Rock Boppin' Baby,The Devil's Daughters w/ Danny B. Harvey,Rebirth,00:02:59,track
5822,Doc Croc,The Milk Lizards,Warm,00:02:56,track
5823,There's Always Next Year,Carter Sampson,Unknown,00:04:03,track
5824,Rebekka,Emily Marie Palmer & Jeffrey Butzer,Rebekka (Single version),00:02:23,track
5825,Corvair,Eugene & The Sampletones!,Take It To The Dragstrip,00:02:11,track
5826,Cat Walkin',Eugene & The Sampletones!,Take It To The Dragstrip,00:02:47,track
5827,No-man's Land,Eugene & The Sampletones!,Take It To The Dragstrip,00:03:19,track
5828,Take It To The Dragstrip,Eugene & The Sampletones!,Take It To The Dragstrip,00:02:08,track
5829,Devil's Daughter,Kacy & Clayton and Marlon Williams,Plastic Bouquet,00:02:14,track
5830,I'm Gonna Break It,Kacy & Clayton and Marlon Williams,Plastic Bouquet,00:02:19,track
5831,Light Of Love,Kacy & Clayton and Marlon Williams,Plastic Bouquet,00:02:21,track
5832,Last Burning Ember,Kacy & Clayton and Marlon Williams,Plastic Bouquet,00:03:11,track
5833,Your Mind's Walking Out,Kacy & Clayton and Marlon Williams,Plastic Bouquet,00:02:34,track
5834,Chasing Down the Line,Many Mountains,Endless Time,00:04:53,track
5835,"Dark Nights, Dark Mornings",Many Mountains,Endless Time,00:03:12,track
5836,Dry Leaves in the Fire,Many Mountains,Endless Time,00:04:14,track
5837,Endless Time,Many Mountains,Endless Time,00:03:40,track
5838,I-80 Tune,Many Mountains,Endless Time,00:04:27,track
5839,Out of Control,Many Mountains,Endless Time,00:02:49,track
5840,No One Knows the Secret,Many Mountains,Endless Time,00:05:26,track
5841,What Used to Be,Many Mountains,Endless Time,00:04:42,track
5842,Miss Bagatelle,Mighty TSAR,Unknown,00:03:34,track
5843,Fall Winds (After),Old Wood Tatter,Fall Winds,00:02:36,track
5844,Our Way (Reprise),Old Wood Tatter,Fall Winds,00:02:28,track
5845,Our Way (The Victims of Colonization),Old Wood Tatter,Fall Winds,00:02:44,track
5846,Private Dick for Hire,Sinister Twist,Someone from the Past,00:02:33,track
